graph number,cube0_cluster0,cube0_cluster1,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,Graph Label
34681,12,14,26,6,14,12,28,4,tensor([[0]])
34682,13,13,26,5,13,13,29,2,tensor([[0]])
34683,1,15,16,7,15,1,8,15,tensor([[0]])
34684,1,15,16,6,15,1,8,14,tensor([[1]])
34685,8,17,27,12,17,8,17,22,tensor([[1]])
34686,8,16,26,10,16,8,16,20,tensor([[1]])
34687,8,19,29,13,19,8,19,23,tensor([[1]])
34688,8,18,28,11,18,8,18,21,tensor([[1]])
34689,8,17,27,11,17,8,18,20,tensor([[0]])
34690,6,16,24,10,16,6,15,19,tensor([[0]])
34691,6,18,26,11,18,6,17,20,tensor([[1]])
34692,8,14,24,9,14,8,17,16,tensor([[1]])
34693,8,16,26,10,16,8,19,17,tensor([[0]])
34694,6,6,15,3,6,6,12,6,tensor([[0]])
34695,14,4,21,9,4,14,23,7,tensor([[0]])
34696,14,5,21,9,5,14,24,6,tensor([[0]])
34697,12,3,20,10,3,12,22,8,tensor([[0]])
34698,6,4,11,5,4,6,11,5,tensor([[0]])
34699,8,1,10,7,1,8,13,4,tensor([[0]])
34700,6,10,16,7,10,6,15,8,tensor([[0]])
34701,12,12,24,7,12,12,23,8,tensor([[0]])
34702,8,10,18,7,10,8,17,8,tensor([[0]])
34703,7,11,18,8,11,7,17,9,tensor([[0]])
34704,6,10,16,8,10,6,16,8,tensor([[0]])
34705,7,11,18,6,11,7,18,6,tensor([[0]])
34706,7,13,20,5,13,7,19,6,tensor([[0]])
34707,6,10,16,6,10,6,17,5,tensor([[0]])
34708,10,11,21,5,11,10,19,7,tensor([[0]])
34709,10,9,19,4,9,10,19,4,tensor([[0]])
34710,0,6,7,9,6,0,9,7,tensor([[1]])
34711,5,6,12,7,6,5,15,4,tensor([[1]])
34712,4,7,12,8,7,4,15,5,tensor([[0]])
34713,0,5,6,10,5,0,5,11,tensor([[0]])
34714,4,8,13,9,8,4,11,11,tensor([[0]])
34715,0,5,6,9,5,0,7,8,tensor([[0]])
34716,5,7,13,8,7,5,13,8,tensor([[0]])
34717,4,8,13,10,8,4,11,12,tensor([[0]])
34718,4,12,17,8,12,4,15,10,tensor([[0]])
34719,0,10,11,8,10,0,7,12,tensor([[0]])
34720,4,5,11,6,5,4,10,7,tensor([[0]])
34721,5,4,11,5,4,5,10,6,tensor([[0]])
34722,4,6,12,7,6,4,10,9,tensor([[0]])
34723,9,6,17,5,6,9,16,6,tensor([[0]])
34724,4,10,16,6,10,4,11,11,tensor([[0]])
34725,5,5,12,10,5,5,12,10,tensor([[0]])
34726,0,8,10,6,8,0,5,11,tensor([[0]])
34727,5,6,13,5,6,5,11,7,tensor([[0]])
34728,5,7,15,9,7,5,12,12,tensor([[0]])
34729,5,5,13,15,5,5,14,14,tensor([[0]])
34730,5,4,9,3,4,5,8,4,tensor([[0]])
34731,0,6,6,9,6,0,3,12,tensor([[0]])
34732,5,5,10,9,5,5,9,10,tensor([[0]])
34733,4,6,10,10,6,4,9,11,tensor([[0]])
34734,0,8,8,11,8,0,4,15,tensor([[0]])
34735,8,10,18,11,10,8,16,13,tensor([[0]])
34736,4,24,28,11,24,4,22,17,tensor([[0]])
34737,9,7,16,12,7,9,16,12,tensor([[0]])
34738,8,8,16,13,8,8,16,13,tensor([[0]])
34739,5,3,8,4,3,5,8,4,tensor([[0]])
34740,6,2,8,5,2,6,8,5,tensor([[0]])
34741,15,9,24,9,9,15,21,12,tensor([[0]])
34742,13,11,24,11,11,13,21,14,tensor([[0]])
34743,11,10,21,10,10,11,19,12,tensor([[0]])
34744,13,14,27,10,14,13,23,14,tensor([[0]])
34745,11,10,21,10,10,11,19,12,tensor([[0]])
34746,9,27,36,9,27,9,27,18,tensor([[0]])
34747,13,12,25,10,12,13,21,14,tensor([[0]])
34748,19,13,32,9,13,19,29,12,tensor([[0]])
34749,19,13,32,9,13,19,29,12,tensor([[0]])
34750,14,10,24,5,10,14,25,4,tensor([[0]])
34751,14,11,25,4,11,14,25,4,tensor([[0]])
34752,14,11,25,5,11,14,26,4,tensor([[0]])
34753,13,9,22,5,9,13,24,3,tensor([[0]])
34754,17,12,29,3,12,17,29,3,tensor([[0]])
34755,13,14,27,5,14,13,27,5,tensor([[0]])
34756,14,10,24,5,10,14,25,4,tensor([[0]])
34757,14,11,25,4,11,14,25,4,tensor([[0]])
34758,34,51,85,10,51,34,68,27,tensor([[0]])
34759,55,89,144,16,89,55,113,47,tensor([[0]])
34760,4,9,13,5,9,4,8,10,tensor([[0]])
34761,0,12,12,12,12,0,6,18,tensor([[0]])
34762,0,16,21,10,16,0,0,31,tensor([[0]])
34763,5,18,25,6,18,5,11,20,tensor([[0]])
34764,4,11,16,5,11,4,9,12,tensor([[1]])
34765,3,15,20,6,15,3,9,17,tensor([[0]])
34766,5,18,25,6,18,5,11,20,tensor([[0]])
34767,5,7,12,7,7,5,7,12,tensor([[0]])
34768,5,6,11,8,6,5,8,11,tensor([[0]])
34769,2,9,11,15,9,2,12,14,tensor([[0]])
34770,16,9,27,7,9,16,26,8,tensor([[0]])
34771,1,2,3,5,2,1,1,7,tensor([[0]])
34772,6,4,11,6,4,6,8,9,tensor([[0]])
34773,0,2,4,5,2,0,1,8,tensor([[0]])
34774,5,6,12,3,6,5,14,1,tensor([[0]])
34775,11,15,26,5,15,11,20,11,tensor([[0]])
34776,15,12,27,5,12,15,26,6,tensor([[0]])
34777,19,14,33,5,14,19,31,7,tensor([[0]])
34778,9,24,33,5,24,9,22,16,tensor([[0]])
34779,13,18,31,5,18,13,28,8,tensor([[0]])
34780,17,20,37,5,20,17,34,8,tensor([[0]])
34781,4,8,12,5,8,4,8,9,tensor([[0]])
34782,4,8,12,5,8,4,8,9,tensor([[0]])
34783,3,8,11,7,8,3,8,10,tensor([[0]])
34784,3,8,11,7,8,3,8,10,tensor([[0]])
34785,4,7,11,6,7,4,8,9,tensor([[0]])
34786,3,10,13,5,10,3,8,10,tensor([[0]])
34787,4,7,11,9,7,4,9,11,tensor([[0]])
34788,4,7,11,6,7,4,7,10,tensor([[0]])
34789,4,9,13,7,9,4,9,11,tensor([[0]])
34790,3,7,10,9,7,3,7,12,tensor([[0]])
34791,4,7,11,6,7,4,7,10,tensor([[0]])
34792,4,7,11,9,7,4,8,12,tensor([[0]])
34793,4,8,12,5,8,4,8,9,tensor([[0]])
34794,3,7,10,7,7,3,7,10,tensor([[0]])
34795,3,9,12,6,9,3,8,10,tensor([[0]])
34796,4,7,11,9,7,4,9,11,tensor([[0]])
34797,4,7,11,6,7,4,7,10,tensor([[0]])
34798,3,10,13,6,10,3,9,10,tensor([[0]])
34799,3,10,13,9,10,3,10,12,tensor([[0]])
34800,4,8,12,9,8,4,9,12,tensor([[0]])
34801,5,5,10,7,5,5,8,9,tensor([[0]])
34802,8,7,15,5,7,8,13,7,tensor([[0]])
34803,13,9,22,4,9,13,20,6,tensor([[0]])
34804,13,9,22,5,9,13,21,6,tensor([[0]])
34805,8,6,14,8,6,8,15,7,tensor([[0]])
34806,8,8,16,6,8,8,15,7,tensor([[0]])
34807,6,19,25,3,19,6,22,6,tensor([[0]])
34808,8,9,17,11,9,8,19,9,tensor([[0]])
34809,8,9,17,11,9,8,19,9,tensor([[0]])
34810,8,11,19,10,11,8,20,9,tensor([[0]])
34811,8,9,17,11,9,8,19,9,tensor([[0]])
34812,6,17,23,10,17,6,22,11,tensor([[1]])
34813,9,6,15,6,6,9,13,8,tensor([[1]])
34814,8,5,13,5,5,8,12,6,tensor([[0]])
34815,8,4,12,6,4,8,13,5,tensor([[0]])
34816,0,8,9,4,8,0,3,10,tensor([[0]])
34817,0,6,6,10,6,0,2,14,tensor([[0]])
34818,5,12,18,9,12,5,16,11,tensor([[0]])
34819,5,8,14,3,8,5,11,6,tensor([[0]])
34820,7,10,19,2,10,7,15,6,tensor([[0]])
34821,0,12,15,5,12,0,3,17,tensor([[0]])
34822,2,8,10,10,8,2,12,8,tensor([[0]])
34823,9,10,20,4,10,9,17,7,tensor([[0]])
34824,9,14,25,2,14,9,17,10,tensor([[0]])
34825,5,10,15,9,10,5,9,15,tensor([[0]])
34826,5,20,25,5,20,5,18,12,tensor([[0]])
34827,6,3,9,12,3,6,10,11,tensor([[0]])
34828,9,11,20,6,11,9,17,9,tensor([[0]])
34829,12,10,22,10,10,12,23,9,tensor([[0]])
34830,10,7,18,1,7,10,18,1,tensor([[0]])
34831,4,8,12,9,8,4,12,9,tensor([[0]])
34832,4,6,10,15,6,4,14,11,tensor([[0]])
34833,4,4,8,11,4,4,12,7,tensor([[0]])
34834,4,20,24,12,20,4,15,21,tensor([[0]])
34835,14,12,26,9,12,14,25,10,tensor([[0]])
34836,19,15,34,18,15,19,34,18,tensor([[0]])
34837,13,21,34,3,21,13,32,5,tensor([[0]])
34838,12,23,35,3,23,12,32,6,tensor([[0]])
34839,16,20,36,4,20,16,36,4,tensor([[0]])
34840,16,20,36,4,20,16,36,4,tensor([[0]])
34841,6,12,18,4,12,6,18,4,tensor([[0]])
34842,4,26,30,24,26,4,20,34,tensor([[0]])
34843,4,26,30,25,26,4,20,35,tensor([[0]])
34844,4,18,22,12,18,4,18,16,tensor([[0]])
34845,4,21,25,12,21,4,18,19,tensor([[0]])
34846,4,17,21,11,17,4,18,14,tensor([[0]])
34847,0,25,26,14,25,0,10,30,tensor([[0]])
34848,1,16,18,4,16,1,6,16,tensor([[0]])
34849,1,21,23,4,21,1,6,21,tensor([[0]])
34850,3,12,16,0,12,3,6,10,tensor([[0]])
34851,3,17,21,0,17,3,5,16,tensor([[0]])
34852,4,4,8,7,4,4,9,6,tensor([[0]])
34853,8,6,14,12,6,8,16,10,tensor([[0]])
34854,4,5,9,4,5,4,8,5,tensor([[0]])
34855,8,11,19,6,11,8,17,8,tensor([[0]])
34856,9,10,20,4,10,9,20,4,tensor([[0]])
34857,9,5,14,6,5,9,16,4,tensor([[0]])
34858,8,6,14,7,6,8,17,4,tensor([[0]])
34859,8,6,14,7,6,8,17,4,tensor([[0]])
34860,7,7,14,8,7,7,18,4,tensor([[0]])
34861,11,8,19,5,8,11,20,4,tensor([[0]])
34862,2,10,12,7,10,2,7,12,tensor([[0]])
34863,5,5,10,9,5,5,11,8,tensor([[0]])
34864,7,10,17,10,10,7,18,9,tensor([[0]])
34865,7,8,15,11,8,7,19,7,tensor([[0]])
34866,7,7,14,11,7,7,18,7,tensor([[0]])
34867,6,9,15,11,9,6,18,8,tensor([[0]])
34868,7,13,20,9,13,7,19,10,tensor([[0]])
34869,7,11,18,7,11,7,17,8,tensor([[0]])
34870,6,12,18,11,12,6,18,11,tensor([[0]])
34871,6,16,22,9,16,6,20,11,tensor([[0]])
34872,9,18,27,7,18,9,27,7,tensor([[0]])
34873,3,20,23,3,20,3,11,15,tensor([[0]])
34874,0,12,13,10,12,0,7,16,tensor([[0]])
34875,14,23,37,13,23,14,34,16,tensor([[0]])
34876,13,29,42,14,29,13,31,25,tensor([[0]])
34877,6,25,32,8,25,6,16,24,tensor([[0]])
34878,4,6,10,12,6,4,7,15,tensor([[0]])
34879,4,6,10,12,6,4,7,15,tensor([[0]])
34880,14,7,21,13,7,14,19,15,tensor([[0]])
34881,5,5,10,15,5,5,7,18,tensor([[0]])
34882,6,13,19,6,13,6,14,11,tensor([[0]])
34883,16,22,38,11,22,16,29,20,tensor([[0]])
34884,11,16,30,24,16,11,28,26,tensor([[0]])
34885,1,7,14,6,7,1,5,15,tensor([[0]])
34886,4,4,8,16,4,4,6,18,tensor([[0]])
34887,9,8,17,24,8,9,13,28,tensor([[0]])
34888,4,3,7,13,3,4,6,14,tensor([[0]])
34889,4,5,9,14,5,4,8,15,tensor([[0]])
34890,5,4,9,6,4,5,7,8,tensor([[1]])
34891,30,16,46,31,16,30,46,31,tensor([[0]])
34892,4,3,7,6,3,4,8,5,tensor([[1]])
34893,5,2,7,7,2,5,8,6,tensor([[0]])
34894,19,9,28,5,9,19,25,8,tensor([[0]])
34895,13,10,23,11,10,13,23,11,tensor([[0]])
34896,12,10,22,13,10,12,23,12,tensor([[0]])
34897,11,5,16,5,5,11,17,4,tensor([[0]])
34898,10,7,17,5,7,10,17,5,tensor([[0]])
34899,10,6,16,6,6,10,17,5,tensor([[0]])
34900,10,8,18,14,8,10,17,15,tensor([[0]])
34901,15,12,27,20,12,15,25,22,tensor([[0]])
34902,20,16,36,26,16,20,33,29,tensor([[0]])
34903,7,7,14,14,7,7,13,15,tensor([[0]])
34904,13,10,23,11,10,13,23,11,tensor([[0]])
34905,10,8,19,5,8,10,15,9,tensor([[0]])
34906,18,14,32,15,14,18,28,19,tensor([[0]])
34907,13,9,22,9,9,13,20,11,tensor([[1]])
34908,26,18,44,21,18,26,40,25,tensor([[0]])
34909,10,9,19,8,9,10,16,11,tensor([[0]])
34910,20,18,38,18,18,20,32,24,tensor([[0]])
34911,14,11,25,11,11,14,22,14,tensor([[0]])
34912,28,21,49,26,21,28,44,31,tensor([[0]])
34913,20,27,47,36,27,20,36,47,tensor([[0]])
34914,10,17,27,12,17,10,25,14,tensor([[0]])
34915,10,18,28,14,18,10,26,16,tensor([[0]])
34916,0,11,13,7,11,0,8,12,tensor([[0]])
34917,10,15,27,5,15,10,20,12,tensor([[0]])
34918,8,17,27,7,17,8,20,14,tensor([[0]])
34919,8,17,27,7,17,8,20,14,tensor([[0]])
34920,0,6,6,7,6,0,2,11,tensor([[0]])
34921,5,6,11,7,6,5,8,10,tensor([[0]])
34922,5,5,10,7,5,5,8,9,tensor([[0]])
34923,5,5,11,9,5,5,15,5,tensor([[0]])
34924,5,5,11,11,5,5,11,11,tensor([[0]])
34925,4,9,14,8,9,4,13,9,tensor([[0]])
34926,1,9,10,3,9,1,6,7,tensor([[0]])
34927,2,11,13,3,11,2,7,9,tensor([[1]])
34928,6,3,10,5,3,6,12,3,tensor([[0]])
34929,12,6,19,4,6,12,22,1,tensor([[0]])
34930,11,10,21,11,10,11,22,10,tensor([[0]])
34931,10,6,16,8,6,10,17,7,tensor([[0]])
34932,8,8,16,8,8,8,17,7,tensor([[1]])
34933,3,7,12,5,7,3,8,9,tensor([[0]])
34934,3,8,11,7,8,3,10,8,tensor([[0]])
34935,9,14,24,1,14,9,18,7,tensor([[0]])
34936,11,10,23,8,10,11,19,12,tensor([[0]])
34937,6,5,12,6,5,6,16,2,tensor([[0]])
34938,5,6,12,5,6,5,14,3,tensor([[0]])
34939,0,11,13,7,11,0,4,16,tensor([[0]])
34940,3,11,15,4,11,3,8,11,tensor([[0]])
34941,10,10,20,5,10,10,15,10,tensor([[0]])
34942,11,20,33,7,20,11,24,16,tensor([[0]])
34943,9,20,31,9,20,9,24,16,tensor([[0]])
34944,7,15,22,4,15,7,22,4,tensor([[0]])
34945,11,7,18,6,7,11,20,4,tensor([[0]])
34946,44,63,111,24,63,44,72,63,tensor([[0]])
34947,2,9,11,6,9,2,9,8,tensor([[0]])
34948,3,11,14,6,11,3,10,10,tensor([[0]])
34949,2,11,13,5,11,2,9,9,tensor([[0]])
34950,2,13,15,5,13,2,10,10,tensor([[0]])
34951,2,11,14,5,11,2,12,7,tensor([[0]])
34952,3,15,18,4,15,3,14,8,tensor([[0]])
34953,4,15,19,6,15,4,15,10,tensor([[0]])
34954,21,16,41,4,16,21,35,10,tensor([[0]])
34955,5,5,11,2,5,5,6,7,tensor([[0]])
34956,1,5,7,2,5,1,1,8,tensor([[0]])
34957,1,6,8,1,6,1,1,8,tensor([[0]])
34958,4,6,11,2,6,4,7,6,tensor([[0]])
34959,4,6,11,3,6,4,7,7,tensor([[0]])
34960,4,8,13,1,8,4,7,7,tensor([[0]])
34961,5,3,9,6,3,5,7,8,tensor([[0]])
34962,8,7,15,10,7,8,18,7,tensor([[0]])
34963,8,10,18,4,10,8,14,8,tensor([[0]])
34964,0,7,8,5,7,0,7,6,tensor([[0]])
34965,5,8,14,5,8,5,13,6,tensor([[0]])
34966,5,6,12,6,6,5,14,4,tensor([[0]])
34967,10,9,20,4,9,10,18,6,tensor([[0]])
34968,4,6,11,4,6,4,10,5,tensor([[0]])
34969,4,5,10,5,5,4,10,5,tensor([[0]])
34970,9,7,17,3,7,9,16,4,tensor([[0]])
34971,10,7,18,2,7,10,16,4,tensor([[0]])
34972,13,8,22,3,8,13,21,4,tensor([[0]])
34973,4,6,11,5,6,4,10,6,tensor([[0]])
34974,4,6,11,4,6,4,10,5,tensor([[0]])
34975,3,8,12,6,8,3,11,7,tensor([[0]])
34976,6,17,24,6,17,6,17,13,tensor([[0]])
34977,4,19,24,8,19,4,17,15,tensor([[0]])
34978,5,25,31,7,25,5,15,23,tensor([[0]])
34979,16,13,30,6,13,16,27,9,tensor([[0]])
34980,5,20,26,6,20,5,18,14,tensor([[0]])
34981,6,23,30,6,23,6,15,21,tensor([[0]])
34982,4,25,30,8,25,4,15,23,tensor([[0]])
34983,14,15,30,8,15,14,27,11,tensor([[0]])
34984,1,7,8,11,7,1,6,13,tensor([[0]])
34985,4,9,13,5,9,4,9,9,tensor([[0]])
34986,4,8,12,2,8,4,8,6,tensor([[0]])
34987,3,13,17,6,13,3,10,13,tensor([[0]])
34988,4,17,21,8,17,4,11,18,tensor([[0]])
34989,3,6,10,9,6,3,10,9,tensor([[0]])
34990,10,12,22,4,12,10,12,14,tensor([[0]])
34991,2,8,10,2,8,2,2,10,tensor([[0]])
34992,5,8,14,3,8,5,6,11,tensor([[0]])
34993,1,8,9,9,8,1,4,14,tensor([[0]])
34994,0,10,10,5,10,0,2,13,tensor([[0]])
34995,6,16,26,9,16,6,11,24,tensor([[0]])
34996,5,18,27,11,18,5,11,27,tensor([[0]])
34997,1,16,18,5,16,1,2,21,tensor([[0]])
34998,4,6,10,7,6,4,10,7,tensor([[0]])
34999,4,6,10,7,6,4,10,7,tensor([[0]])
35000,4,6,11,7,6,4,11,7,tensor([[0]])
35001,4,10,14,7,10,4,10,11,tensor([[0]])
35002,4,7,12,6,7,4,14,4,tensor([[0]])
35003,4,10,14,7,10,4,10,11,tensor([[0]])
35004,4,9,13,8,9,4,10,11,tensor([[0]])
35005,3,6,9,9,6,3,10,8,tensor([[0]])
35006,3,11,14,8,11,3,10,12,tensor([[0]])
35007,3,12,15,7,12,3,10,12,tensor([[0]])
35008,4,8,12,11,8,4,11,12,tensor([[0]])
35009,4,7,12,7,7,4,14,5,tensor([[0]])
35010,3,8,12,8,8,3,14,6,tensor([[0]])
35011,4,8,12,8,8,4,11,9,tensor([[0]])
35012,3,6,9,9,6,3,10,8,tensor([[0]])
35013,3,8,12,8,8,3,14,6,tensor([[0]])
35014,4,8,13,6,8,4,14,5,tensor([[0]])
35015,4,7,12,7,7,4,14,5,tensor([[0]])
35016,3,9,13,7,9,3,14,6,tensor([[0]])
35017,4,8,13,6,8,4,14,5,tensor([[0]])
35018,4,4,9,4,4,4,11,2,tensor([[0]])
35019,9,5,15,3,5,9,17,1,tensor([[0]])
35020,8,6,15,4,6,8,17,2,tensor([[0]])
35021,8,6,15,4,6,8,17,2,tensor([[0]])
35022,8,6,15,4,6,8,17,2,tensor([[0]])
35023,8,7,16,3,7,8,17,2,tensor([[0]])
35024,3,7,11,3,7,3,11,3,tensor([[0]])
35025,3,8,12,3,8,3,12,3,tensor([[0]])
35026,6,14,20,5,14,6,17,8,tensor([[0]])
35027,7,13,20,4,13,7,17,7,tensor([[0]])
35028,6,14,20,5,14,6,17,8,tensor([[0]])
35029,6,14,20,5,14,6,17,8,tensor([[0]])
35030,6,15,21,5,15,6,18,8,tensor([[0]])
35031,8,11,20,8,11,8,18,10,tensor([[0]])
35032,0,14,15,12,14,0,15,12,tensor([[0]])
35033,0,13,14,13,13,0,15,12,tensor([[0]])
35034,10,5,15,12,5,10,18,9,tensor([[0]])
35035,6,4,10,9,4,6,12,7,tensor([[0]])
35036,8,6,14,6,6,8,15,5,tensor([[0]])
35037,6,6,12,7,6,6,13,6,tensor([[0]])
35038,5,6,11,8,6,5,12,7,tensor([[1]])
35039,11,3,15,3,3,11,15,3,tensor([[0]])
35040,6,4,10,6,4,6,11,5,tensor([[0]])
35041,9,13,23,6,13,9,14,15,tensor([[0]])
35042,3,2,6,16,2,3,9,13,tensor([[0]])
35043,8,5,14,7,5,8,16,5,tensor([[0]])
35044,4,7,11,7,7,4,11,7,tensor([[0]])
35045,4,6,10,8,6,4,11,7,tensor([[0]])
35046,11,3,14,7,3,11,17,4,tensor([[0]])
35047,10,4,14,8,4,10,17,5,tensor([[0]])
35048,7,5,12,5,5,7,12,5,tensor([[0]])
35049,4,2,6,7,2,4,7,6,tensor([[0]])
35050,8,4,12,5,4,8,14,3,tensor([[0]])
35051,8,4,12,5,4,8,12,5,tensor([[0]])
35052,9,6,15,7,6,9,16,6,tensor([[0]])
35053,5,8,13,8,8,5,14,7,tensor([[0]])
35054,6,11,17,6,11,6,10,13,tensor([[0]])
35055,0,7,7,10,7,0,5,12,tensor([[0]])
35056,6,9,15,5,9,6,10,10,tensor([[0]])
35057,1,6,9,6,6,1,3,12,tensor([[0]])
35058,3,5,8,6,5,3,7,7,tensor([[0]])
35059,4,6,10,6,6,4,11,5,tensor([[0]])
35060,3,9,12,8,9,3,12,8,tensor([[0]])
35061,3,6,9,9,6,3,10,8,tensor([[0]])
35062,8,7,15,10,7,8,15,10,tensor([[0]])
35063,7,7,14,5,7,7,12,7,tensor([[0]])
35064,16,29,45,7,29,16,21,31,tensor([[0]])
35065,5,8,13,6,8,5,13,6,tensor([[0]])
35066,0,12,12,14,12,0,14,12,tensor([[0]])
35067,2,18,20,5,18,2,12,13,tensor([[0]])
35068,2,17,19,5,17,2,12,12,tensor([[0]])
35069,10,12,23,8,12,10,15,16,tensor([[0]])
35070,5,12,19,6,12,5,10,15,tensor([[0]])
35071,5,21,26,5,21,5,8,23,tensor([[0]])
35072,6,4,10,6,4,6,11,5,tensor([[0]])
35073,0,9,11,8,9,0,7,12,tensor([[0]])
35074,3,9,13,2,9,3,9,6,tensor([[0]])
35075,0,11,15,4,11,0,10,9,tensor([[0]])
35076,5,5,10,10,5,5,8,12,tensor([[0]])
35077,4,5,10,5,5,4,13,2,tensor([[0]])
35078,4,4,9,8,4,4,12,5,tensor([[0]])
35079,5,5,10,7,5,5,11,6,tensor([[0]])
35080,5,6,12,5,6,5,12,5,tensor([[0]])
35081,1,9,12,7,9,1,10,9,tensor([[1]])
35082,3,10,14,2,10,3,9,7,tensor([[0]])
35083,4,7,11,10,7,4,12,9,tensor([[0]])
35084,4,7,12,9,7,4,13,8,tensor([[0]])
35085,5,9,14,8,9,5,13,9,tensor([[0]])
35086,0,14,19,3,14,0,10,12,tensor([[0]])
35087,2,13,19,4,13,2,14,9,tensor([[0]])
35088,6,5,11,11,5,6,10,12,tensor([[0]])
35089,4,7,11,11,7,4,10,12,tensor([[0]])
35090,3,11,15,5,11,3,9,11,tensor([[0]])
35091,6,5,11,12,5,6,12,11,tensor([[0]])
35092,5,8,16,4,8,5,14,6,tensor([[0]])
35093,5,9,16,6,9,5,12,10,tensor([[0]])
35094,3,10,14,7,10,3,9,12,tensor([[0]])
35095,11,5,16,6,5,11,17,5,tensor([[0]])
35096,6,12,19,7,12,6,16,10,tensor([[0]])
35097,11,10,22,2,10,11,17,7,tensor([[0]])
35098,6,14,23,4,14,6,18,9,tensor([[0]])
35099,6,13,21,8,13,6,17,12,tensor([[0]])
35100,10,11,22,0,11,10,16,6,tensor([[0]])
35101,6,18,28,4,18,6,19,13,tensor([[0]])
35102,6,22,29,1,22,6,21,9,tensor([[0]])
35103,6,24,31,3,24,6,23,11,tensor([[0]])
35104,8,14,22,19,14,8,24,17,tensor([[0]])
35105,5,5,11,5,5,5,11,5,tensor([[0]])
35106,7,6,14,4,6,7,16,2,tensor([[0]])
35107,14,10,24,3,10,14,24,3,tensor([[0]])
35108,13,11,24,4,11,13,25,3,tensor([[0]])
35109,14,16,30,3,16,14,29,4,tensor([[0]])
35110,10,10,22,3,10,10,19,6,tensor([[0]])
35111,11,13,24,5,13,11,22,7,tensor([[0]])
35112,8,11,20,6,11,8,18,8,tensor([[0]])
35113,8,12,20,6,12,8,19,7,tensor([[0]])
35114,12,8,20,5,8,12,23,2,tensor([[0]])
35115,14,10,24,5,10,14,27,2,tensor([[0]])
35116,12,8,20,5,8,12,23,2,tensor([[0]])
35117,12,9,21,5,9,12,24,2,tensor([[0]])
35118,15,6,21,3,6,15,24,0,tensor([[0]])
35119,15,7,22,2,7,15,23,1,tensor([[0]])
35120,17,11,28,3,11,17,30,1,tensor([[0]])
35121,8,8,16,5,8,8,17,4,tensor([[0]])
35122,14,8,22,2,8,14,22,2,tensor([[0]])
35123,4,9,14,5,9,4,12,7,tensor([[0]])
35124,4,8,12,5,8,4,14,3,tensor([[0]])
35125,5,7,13,5,7,5,11,7,tensor([[0]])
35126,5,10,16,4,10,5,11,9,tensor([[0]])
35127,3,8,11,7,8,3,15,3,tensor([[0]])
35128,5,8,13,4,8,5,13,4,tensor([[0]])
35129,4,8,12,6,8,4,16,2,tensor([[0]])
35130,5,7,12,7,7,5,15,4,tensor([[0]])
35131,4,9,13,5,9,4,15,3,tensor([[0]])
35132,5,9,15,4,9,5,12,7,tensor([[0]])
35133,5,7,13,7,7,5,11,9,tensor([[0]])
35134,5,5,11,6,5,5,12,5,tensor([[0]])
35135,5,5,10,6,5,5,13,3,tensor([[0]])
35136,11,7,18,5,7,11,19,4,tensor([[0]])
35137,6,5,11,5,5,6,15,1,tensor([[0]])
35138,1,8,9,6,8,1,8,7,tensor([[0]])
35139,3,7,11,4,7,3,7,8,tensor([[0]])
35140,3,11,17,19,11,3,14,22,tensor([[0]])
35141,3,17,24,13,17,3,14,23,tensor([[0]])
35142,1,19,25,15,19,1,14,26,tensor([[0]])
35143,3,9,13,10,9,3,8,15,tensor([[0]])
35144,3,17,24,13,17,3,14,23,tensor([[0]])
35145,9,21,30,11,21,9,24,17,tensor([[0]])
35146,4,18,22,11,18,4,11,22,tensor([[0]])
35147,4,20,24,4,20,4,11,17,tensor([[0]])
35148,5,13,19,7,13,5,10,16,tensor([[0]])
35149,4,18,22,2,18,4,10,14,tensor([[0]])
35150,7,25,33,10,25,7,13,30,tensor([[0]])
35151,6,19,25,5,19,6,19,11,tensor([[0]])
35152,17,26,44,19,26,17,28,35,tensor([[0]])
35153,16,19,36,12,19,16,24,24,tensor([[0]])
35154,17,27,45,20,27,17,27,38,tensor([[0]])
35155,16,27,44,21,27,16,26,39,tensor([[0]])
35156,16,28,45,21,28,16,27,39,tensor([[0]])
35157,16,26,43,21,26,16,27,37,tensor([[0]])
35158,16,28,45,22,28,16,26,41,tensor([[0]])
35159,9,10,20,4,10,9,20,4,tensor([[0]])
35160,10,9,20,3,9,10,20,3,tensor([[0]])
35161,9,6,15,5,6,9,14,6,tensor([[0]])
35162,8,7,15,6,7,8,13,8,tensor([[0]])
35163,9,9,18,6,9,9,15,9,tensor([[0]])
35164,10,6,16,7,6,10,17,6,tensor([[0]])
35165,8,8,16,4,8,8,14,6,tensor([[0]])
35166,12,9,21,9,9,12,20,10,tensor([[0]])
35167,12,8,20,6,8,12,20,6,tensor([[0]])
35168,4,3,7,3,3,4,8,2,tensor([[0]])
35169,6,8,15,2,8,6,13,4,tensor([[0]])
35170,6,9,16,2,9,6,13,5,tensor([[0]])
35171,12,10,22,10,10,12,26,6,tensor([[0]])
35172,12,12,24,9,12,12,26,7,tensor([[1]])
35173,2,1,3,8,1,2,6,5,tensor([[0]])
35174,5,1,6,3,1,5,8,1,tensor([[0]])
35175,3,4,7,4,4,3,10,1,tensor([[0]])
35176,1,1,2,8,1,1,3,7,tensor([[0]])
35177,4,1,5,3,1,4,7,1,tensor([[0]])
